,cstName,Email,City,Zip,PhoneNumber,Country,CreateDate,TransactionID,PurchaseDate,Name,Region,ZipCode_2,StreetAddress,ItemName,Description,Category,ItemPrice,LineItemAmount,Quantity,Amount,CCNumber,CardSecurityCode
579,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,69919-5563,2020-03-03,Healthy Treats,WA,91222,8390 Integer St,peace lily,white pedal,plants,100.0,500.0,5.0,523.75,5822285332876822,482
865,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,50765-2457,2020-06-28,Wholesome,California,98182,4942 Ac Rd.,water,4 oz,beverage,0.95,2.85,3.0,332.85,4282572165121483,396
678,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,30725-6631,2020-07-23,Authentic Shoppe,OR,96587,5111 Penatibus Rd,tissues,,toiletries,5.0,20.0,4.0,35.29,5054624840735644,394
10,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,29240-2284,2020-03-09,Yummy Store,WA,98001,9128 Egestas Avenue,,,toiletries,10000.0,40000.0,4.0,40231.0,5760582264872818,141
302,Sandra Jackson,SandraJackson94@aol.com,Tacoma,49329,3609172098,Bangladesh,2017-07-19,32510-8805,2020-03-07,The Full Cart,Oregon,93455,5342 Ligula. Ave,chips,generic chip,food,2.0,2.0,1.0,60.3,5411540572446556,653
44,Michael Riley,MichaelkRiley979@comcast.net,San Jose,92741,7077017509,Somalia,2019-10-06,51172-2227,2020-05-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",water,24 oz,beverage,2.95,14.75,5.0,47.5,5380361137617433,366
171,Pauline Moran,Pauline-Moran27@comcast.net,Olympia,89780,5101025262,Bahamas,2017-05-15,10456-1171,2019-05-10,West Port Goods,WA,98788,"8052 Adipiscing, Street",fern,has leaves,plants,25.0,125.0,5.0,195.0,5406622087885327,807
647,Lindsey Romine,Lindsey_Romine668@comcast.net,Bellevue,45072,2067352345,Uruguay,2018-02-19,83736-7667,2020-01-31,Not Just Groceries,CA,97888,"1437 Sed, Av.",fruit,farmers market generic,food,5.0,20.0,4.0,20.0,4108865586224737,695
54,Clifton Scott,Clifton_Scott669@aol.com,Eugene,61642,2096755666,Austria,2017-12-26,56555-4256,2020-01-22,The Corner Store,Washington,98000,8516 Amet St.,chips,generic chip,food,2.0,2.0,1.0,10086.76,4026545451637121,213
446,Greg Johnson,Greg-Johnson571@hotmail.com,Los Angeles,61959,2539633800,Guinea,2019-04-14,49696-6758,2020-04-09,Healthy Treats,WA,91222,8390 Integer St,peace lily,white pedal,plants,100.0,200.0,2.0,246.45,5725677015774846,774
656,Terri Lopez,Terri-Lopez916@comcast.net,Medford,48103,2535065633,Japan,2019-10-09,74274-5097,2019-02-18,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,24 oz,beverage,4.5,4.5,1.0,4.5,5188334747136234,164
741,Diane Turner,DianeTurner328@msn.com,Sacramento,39536,2091374990,Guernsey,2019-12-15,15762-6883,2019-12-04,Healthy Treats,WA,91222,8390 Integer St,bread,single sliced,food,4.0,12.0,3.0,25.0,5532608436368728,812
782,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,95256-5174,2019-05-03,Healthy Treats,WA,91222,8390 Integer St,coke,16 oz,beverage,2.95,8.850000000000003,3.0,18.55,4635814123274064,191
110,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,84407-8450,2019-12-06,Wholesome,California,98182,4942 Ac Rd.,tissues,,toiletries,5.0,25.0,5.0,36.8,4035016257358765,683
758,George Wilson,GeorgeWilson697@hotmail.com,Sacramento,74543,2066957028,Solomon Islands,2019-06-27,59371-3957,2020-02-01,The Corner Store,Washington,98000,8516 Amet St.,sandwich,premade,food,12.44,62.2,5.0,157.89999999999995,5063825060484453,754
1083,Nancy Colon,NancyColon980@aol.com,San Francisco,88212,4258071489,Holy See (Vatican City State),2018-06-21,63775-8653,2020-07-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,tooth paste,,toiletries,2.3,6.9,3.0,84.9,5452714566004643,282
1094,Therese Lankford,Therese_Lankford996@gmail.com,Spokane,66222,4581754143,Thailand,2017-07-22,31526-8513,2020-08-29,Healthy Treats,WA,91222,8390 Integer St,water,24 oz,beverage,2.95,2.95,1.0,72.45,4600484244125585,216
268,Junior Shaw,Junior_Shaw635@yahoo.com,Salem,49371,2137852414,Marshall Islands,2019-04-21,21282-7760,2019-07-24,The Corner Store,Washington,98000,8516 Amet St.,water,6 oz,beverage,1.95,5.85,3.0,13.85,5215274822313774,437
169,Pauline Moran,Pauline-Moran27@comcast.net,Olympia,89780,5101025262,Bahamas,2017-05-15,10456-1171,2019-05-10,West Port Goods,WA,98788,"8052 Adipiscing, Street",chips,generic chip,food,2.0,10.0,5.0,195.0,5406622087885327,807
912,William Flores,WilliamYFlores817@msn.com,Seattle,34039,5096960490,Slovenia,2018-07-30,36586-4003,2019-01-28,West Port Goods,WA,98788,"8052 Adipiscing, Street",candy,variety pack,food,3.25,6.5,2.0,176.38,4822340311728157,837
801,Laura Wright,Laura_Wright283@msn.com,San Diego,97256,5104632690,Austria,2019-04-18,55855-8893,2020-07-12,Healthy Treats,WA,91222,8390 Integer St,water,4 oz,beverage,0.95,4.75,5.0,24.1,4034614502234374,621
932,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,79084-7249,2020-05-21,Yummy Store,WA,98001,9128 Egestas Avenue,peace lily,white pedal,plants,100.0,400.0,4.0,443.7,5608803514872725,409
625,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,54238-5928,2019-04-15,Yummy Store,WA,98001,9128 Egestas Avenue,tooth paste,,toiletries,2.3,4.6,2.0,372.8,4432513686368620,305
48,Mabel Perry,MabelPerry675@yahoo.com,Bellingham,84106,5414809217,Central African Republic,2017-07-15,89178-9428,2020-06-29,Yummy Store,WA,98001,9128 Egestas Avenue,green algae,,plants,2.0,4.0,2.0,30029.0,5815606423154644,287
880,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,12192-1876,2020-02-25,West Port Goods,WA,98788,"8052 Adipiscing, Street",seeds,misc plant seeds,plants,15.0,30.0,2.0,84.36,5546521651007420,849
42,Michael Riley,MichaelkRiley979@comcast.net,San Jose,92741,7077017509,Somalia,2019-10-06,51172-2227,2020-05-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",fruit,farmers market generic,food,5.0,5.0,1.0,47.5,5380361137617433,366
884,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,38677-5591,2019-12-05,The Corner Store,Washington,98000,8516 Amet St.,,,toiletries,10000.0,40000.0,4.0,40041.9,4734466006130633,377
264,Timothy Lawrence,Timothy-Lawrence778@yahoo.com,Los Angeles,78833,2098183402,Jordan,2020-08-05,83040-5810,2020-08-15,The Corner Store,Washington,98000,8516 Amet St.,coke,24 oz,beverage,4.5,22.5,5.0,26.5,5882076361676406,349
1058,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,22479-5517,2020-03-23,Yummy Store,WA,98001,9128 Egestas Avenue,cactus,a beautiful prickly,plants,10.0,10.0,1.0,154.5,4678317548418506,623
660,Terri Lopez,Terri-Lopez916@comcast.net,Medford,48103,2535065633,Japan,2019-10-09,21125-2361,2020-06-12,Yummy Store,WA,98001,9128 Egestas Avenue,coke,12 oz,beverage,1.25,2.5,2.0,40047.45,5066567021011617,467
261,Micheal Carroll,Micheal_Carroll452@aol.com,Bend,90438,5098179184,Ireland,2018-10-30,87124-9755,2019-12-05,West Port Goods,WA,98788,"8052 Adipiscing, Street",peace lily,white pedal,plants,100.0,300.0,3.0,310.0,4670265743240831,766
667,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,88978-8341,2019-11-28,Healthy Treats,WA,91222,8390 Integer St,coke,16 oz,beverage,2.95,2.95,1.0,98.56,5441111682488367,640
395,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,95488-6217,2020-04-07,Healthy Treats,WA,91222,8390 Integer St,bread,single sliced,food,4.0,8.0,2.0,85.8,5765063741582400,940
83,George Lagasse,George-Lagasse930@aol.com,Bellingham,40744,5413865891,Indonesia,2018-10-21,80616-6258,2020-01-02,West Port Goods,WA,98788,"8052 Adipiscing, Street",bread,single sliced,food,4.0,16.0,4.0,178.0,4874783741344474,909
1119,Robert Dennis,RobertvDennis964@msn.com,Oregon City,99862,2537000464,Pitcairn,2018-05-07,73202-6776,2019-07-08,Yummy Store,WA,98001,9128 Egestas Avenue,sandwich,premade,food,12.44,37.32,3.0,52.57,5576748814844060,216
934,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,69819-9318,2019-10-22,Authentic Shoppe,OR,96587,5111 Penatibus Rd,candy,variety pack,food,3.25,3.25,1.0,21.25,5454104774238121,610
27,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,12636-1838,2019-02-13,Not Just Groceries,CA,97888,"1437 Sed, Av.",fern,has leaves,plants,25.0,25.0,1.0,82.0,4074428260517176,985
882,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,38677-5591,2019-12-05,The Corner Store,Washington,98000,8516 Amet St.,water,24 oz,beverage,2.95,5.9,2.0,40041.9,4734466006130633,377
36,Lise Holman,Lise-Holman14@aol.com,Oregon City,83716,4258179456,Georgia,2018-01-03,59869-1701,2019-07-14,Wholesome,California,98182,4942 Ac Rd.,chips,generic chip,food,2.0,2.0,1.0,45.0,5124630213440111,846
524,Joyce Carlyle,JoyceCarlyle466@comcast.net,Bend,78679,5104469485,Switzerland,2020-08-04,24548-7432,2019-04-11,The Corner Store,Washington,98000,8516 Amet St.,water,6 oz,beverage,1.95,9.75,5.0,60.0,5168844464604142,567
523,Joyce Carlyle,JoyceCarlyle466@comcast.net,Bend,78679,5104469485,Switzerland,2020-08-04,24548-7432,2019-04-11,The Corner Store,Washington,98000,8516 Amet St.,coke,24 oz,beverage,4.5,4.5,1.0,60.0,5168844464604142,567
819,Barbara Wesolowski,Barbara-Wesolowski337@hotmail.com,Bellevue,98372,2068197960,Sint Maarten (Dutch part),2019-12-12,13032-1851,2019-03-13,The Full Cart,Oregon,93455,5342 Ligula. Ave,green algae,,plants,2.0,10.0,5.0,254.3,5411212800454773,196
12,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,38325-5966,2020-08-03,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,60.0,4.0,110.95,5564484053153607,792
93,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,92240-6346,2020-04-03,The Corner Store,Washington,98000,8516 Amet St.,green algae,,plants,2.0,6.0,3.0,101.0,5251317742748724,939
1027,Robert Payne,RobertPayne803@msn.com,Bend,42939,2131409181,Saint Barthélemy,2019-06-29,66367-2577,2019-03-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",peace lily,white pedal,plants,100.0,400.0,4.0,612.0,4436053627348134,123
907,Andrea Moorhead,AndreaMoorhead646@yahoo.com,Bend,58821,7075817620,Gambia,2020-08-06,27366-9321,2020-05-20,Not Just Groceries,CA,97888,"1437 Sed, Av.",candy,variety pack,food,3.25,3.25,1.0,106.9,4248812447875842,135
455,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,60643-2495,2020-08-18,The Corner Store,Washington,98000,8516 Amet St.,cereal,12 oz bag,food,4.0,12.0,3.0,12.95,5386610755700668,740
92,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,92240-6346,2020-04-03,The Corner Store,Washington,98000,8516 Amet St.,fruit,farmers market generic,food,5.0,5.0,1.0,101.0,5251317742748724,939
588,Mark Ward,MarktWard616@yahoo.com,Sacramento,73646,2067260077,French Southern Territories,2019-08-02,44943-9372,2020-04-17,The Corner Store,Washington,98000,8516 Amet St.,green algae,,plants,2.0,10.0,5.0,100.8,5721166417400243,497
106,Belinda Dawkins,Belinda_Dawkins163@aol.com,Portland,56555,5415571588,Algeria,2017-05-17,43544-2553,2019-11-27,Wholesome,California,98182,4942 Ac Rd.,chips,generic chip,food,2.0,2.0,1.0,40028.05,4216577681244033,352
376,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,31070-6242,2020-08-14,Healthy Treats,WA,91222,8390 Integer St,chips,generic chip,food,2.0,8.0,4.0,72.5,4258070434313648,387
580,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,69919-5563,2020-03-03,Healthy Treats,WA,91222,8390 Integer St,green algae,,plants,2.0,4.0,2.0,523.75,5822285332876822,482
702,Ronald Tanner,Ronald_Tanner756@hotmail.com,Seattle,46752,3608587387,"Virgin Islands, British",2017-09-25,20964-9416,2020-08-17,Wholesome,California,98182,4942 Ac Rd.,water,24 oz,beverage,2.95,2.95,1.0,4.95,4314777510101274,955
28,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,37473-8757,2020-05-01,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cereal,12 oz bag,food,4.0,20.0,5.0,71.25,4573685221710651,296
73,Frances Yu,FranceslYu578@yahoo.com,Oregon City,39719,5104363418,Australia,2019-07-27,22805-5306,2019-11-26,Not Just Groceries,CA,97888,"1437 Sed, Av.",candy,variety pack,food,3.25,16.25,5.0,16.25,5702757505384477,974
791,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,44838-5644,2020-05-18,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,4 oz,beverage,0.95,1.9,2.0,381.8,5151526241863156,179
569,Mellisa Fischer,MellisaRFischer206@gmail.com,Los Angeles,64421,4253301279,Austria,2020-06-22,59903-4627,2020-02-10,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,4 oz,beverage,0.95,2.85,3.0,76.09,5423516386367176,501
643,Michael Pompey,MichaelfPompey674@aol.com,Bend,86116,4585676062,"Virgin Islands, U.S.",2017-12-24,82201-4409,2019-01-01,Healthy Treats,WA,91222,8390 Integer St,coke,16 oz,beverage,2.95,5.9,2.0,20025.4,5626606128871241,592
845,Virgil Jackson,VirgilbJackson160@aol.com,Eugene,99030,7144079280,"Micronesia, Federated States of",2018-03-26,15079-7530,2020-06-12,Wholesome,California,98182,4942 Ac Rd.,green algae,,plants,2.0,4.0,2.0,85.00999999999998,4881153242375747,489
598,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,62277-1038,2020-03-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,12 oz,beverage,1.25,2.5,2.0,30040.2,5260531875040203,748
542,Hilda Naegeli,Hilda_Naegeli140@yahoo.com,Spokane,64604,2534924147,Cambodia,2018-12-26,32027-3914,2020-05-04,Wholesome,California,98182,4942 Ac Rd.,water,6 oz,beverage,1.95,7.8,4.0,507.8,4588146681785054,442
964,Andrew Crider,Andrew-Crider301@hotmail.com,Portland,99599,3601963241,Réunion,2018-11-26,66739-8045,2019-12-04,West Port Goods,WA,98788,"8052 Adipiscing, Street",peace lily,white pedal,plants,100.0,200.0,2.0,209.75,5225728256716688,673
374,Pamela Bramer,Pamela_Bramer436@yahoo.com,Portland,72636,7148770144,French Polynesia,2018-08-16,77014-7598,2019-02-06,Authentic Shoppe,OR,96587,5111 Penatibus Rd,peace lily,white pedal,plants,100.0,300.0,3.0,300.0,4548625232636585,536
666,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,88978-8341,2019-11-28,Healthy Treats,WA,91222,8390 Integer St,fruit,farmers market generic,food,5.0,25.0,5.0,98.56,5441111682488367,640
356,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,49649-6640,2020-02-16,The Corner Store,Washington,98000,8516 Amet St.,tissues,,toiletries,5.0,20.0,4.0,73.09,4654735431318632,404
1078,Melissa Burgos,Melissa-Burgos386@comcast.net,Tacoma,41877,5411269040,Bahamas,2020-01-10,18200-4063,2019-06-11,Not Just Groceries,CA,97888,"1437 Sed, Av.",seeds,misc plant seeds,plants,15.0,60.0,4.0,30091.4,5548416815015062,442
392,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,94115-6337,2019-06-28,Wholesome,California,98182,4942 Ac Rd.,tissues,,toiletries,5.0,25.0,5.0,27.95,4001438038351825,479
343,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,20026-6162,2020-02-09,Yummy Store,WA,98001,9128 Egestas Avenue,sandwich,premade,food,12.44,62.2,5.0,93.45,4180824573548143,601
806,Laura Wright,Laura_Wright283@msn.com,San Diego,97256,5104632690,Austria,2019-04-18,94581-4754,2020-02-14,Not Just Groceries,CA,97888,"1437 Sed, Av.",chips,generic chip,food,2.0,2.0,1.0,87.5,5740448420208773,512
241,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,84762-2598,2019-07-22,Healthy Treats,WA,91222,8390 Integer St,coke,16 oz,beverage,2.95,8.850000000000003,3.0,78.0,4574385301417666,907
562,Mellisa Fischer,MellisaRFischer206@gmail.com,Los Angeles,64421,4253301279,Austria,2020-06-22,81206-9358,2020-02-26,The Full Cart,Oregon,93455,5342 Ligula. Ave,cereal,12 oz bag,food,4.0,8.0,2.0,40061.57,5847580064116314,665
980,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,28375-7055,2019-08-06,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,12 oz,beverage,1.25,3.75,3.0,10048.85,5064141827811622,660
552,Norma Huerta,Norma-Huerta611@msn.com,Eugene,70808,2094585737,Greenland,2017-05-22,82011-7242,2020-01-22,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fern,has leaves,plants,25.0,125.0,5.0,30131.9,5744033116723721,874
444,Greg Johnson,Greg-Johnson571@hotmail.com,Los Angeles,61959,2539633800,Guinea,2019-04-14,49696-6758,2020-04-09,Healthy Treats,WA,91222,8390 Integer St,coke,12 oz,beverage,1.25,6.25,5.0,246.45,5725677015774846,774
709,Lester Buford,Lester-Buford629@aol.com,Portland,95853,3605095034,Croatia,2017-07-22,10153-1766,2020-03-11,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fruit,farmers market generic,food,5.0,10.0,2.0,54.35,5655461141264212,507
560,Mellisa Fischer,MellisaRFischer206@gmail.com,Los Angeles,64421,4253301279,Austria,2020-06-22,81206-9358,2020-02-26,The Full Cart,Oregon,93455,5342 Ligula. Ave,,,toiletries,10000.0,40000.0,4.0,40061.57,5847580064116314,665
496,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,42216-8328,2020-02-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",coke,16 oz,beverage,2.95,2.95,1.0,90.9,5206824138118578,847
1030,Robert Payne,RobertPayne803@msn.com,Bend,42939,2131409181,Saint Barthélemy,2019-06-29,66367-2577,2019-03-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",chips,generic chip,food,2.0,8.0,4.0,612.0,4436053627348134,123
807,Laura Wright,Laura_Wright283@msn.com,San Diego,97256,5104632690,Austria,2019-04-18,94581-4754,2020-02-14,Not Just Groceries,CA,97888,"1437 Sed, Av.",fern,has leaves,plants,25.0,75.0,3.0,87.5,5740448420208773,512
962,Andrew Crider,Andrew-Crider301@hotmail.com,Portland,99599,3601963241,Réunion,2018-11-26,30004-2625,2020-07-04,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,24 oz,beverage,4.5,4.5,1.0,51.82,5667276612636503,912
245,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,84762-2598,2019-07-22,Healthy Treats,WA,91222,8390 Integer St,coke,16 oz,beverage,2.95,14.75,5.0,78.0,4574385301417666,907
187,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,72935-9391,2020-01-08,The Full Cart,Oregon,93455,5342 Ligula. Ave,water,24 oz,beverage,2.95,14.75,5.0,142.25,4776342205452111,574
112,Michael Pompey,MichaelfPompey674@aol.com,Bend,86116,4585676062,"Virgin Islands, U.S.",2017-12-24,25362-8435,2020-05-25,Yummy Store,WA,98001,9128 Egestas Avenue,water,4 oz,beverage,0.95,2.85,3.0,2.85,5385208116286450,266
1128,Ronald Rufenacht,RonaldfRufenacht446@msn.com,San Jose,88178,2537312096,Ireland,2019-12-22,60155-7742,2019-05-24,The Corner Store,Washington,98000,8516 Amet St.,coke,16 oz,beverage,2.95,14.75,5.0,17.25,4086466767265861,104
18,James Cooper,James-Cooper869@comcast.net,Salem,78074,2093322873,Canada,2017-11-11,62475-4262,2019-06-10,Not Just Groceries,CA,97888,"1437 Sed, Av.",sandwich,premade,food,12.44,49.76,4.0,80.16,5236572667855303,749
809,Barbara Wesolowski,Barbara-Wesolowski337@hotmail.com,Bellevue,98372,2068197960,Sint Maarten (Dutch part),2019-12-12,98006-3403,2019-03-30,Healthy Treats,WA,91222,8390 Integer St,tissues,,toiletries,5.0,20.0,4.0,60.0,5728467811565651,262
634,Michael Pompey,MichaelfPompey674@aol.com,Bend,86116,4585676062,"Virgin Islands, U.S.",2017-12-24,22698-7126,2019-05-12,Authentic Shoppe,OR,96587,5111 Penatibus Rd,bread,single sliced,food,4.0,8.0,2.0,79.25,4645422467246063,751
459,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,19202-2257,2019-03-22,The Full Cart,Oregon,93455,5342 Ligula. Ave,water,6 oz,beverage,1.95,5.85,3.0,848.73,4803828212443701,369
991,Dolores Lawson,Dolores_Lawson559@aol.com,Portland,79061,2062022657,Trinidad and Tobago,2017-07-14,78541-4184,2019-06-14,The Full Cart,Oregon,93455,5342 Ligula. Ave,peace lily,white pedal,plants,100.0,100.0,1.0,165.35,5130765827283574,953
347,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,13497-8786,2019-09-04,Healthy Treats,WA,91222,8390 Integer St,chips,generic chip,food,2.0,6.0,3.0,24.35,4116148655832821,219
929,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,79084-7249,2020-05-21,Yummy Store,WA,98001,9128 Egestas Avenue,coke,24 oz,beverage,4.5,4.5,1.0,443.7,5608803514872725,409
1004,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,69202-2226,2019-07-03,The Corner Store,Washington,98000,8516 Amet St.,bread,single sliced,food,4.0,16.0,4.0,47.25,4270461515287351,479
506,Ann Child,Ann-Child12@gmail.com,Seattle,82094,7073911159,Ukraine,2017-03-19,63153-2890,2019-08-04,The Corner Store,Washington,98000,8516 Amet St.,peace lily,white pedal,plants,100.0,500.0,5.0,519.85,5233647303318326,861
